deal_id,date,group,store,source,lead_type,new_used,make,model,model_year,sale_price,front_gross,back_gross,fi_products,salesperson_id,days_to_close
D170624,2024-03-28,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,used,Hyundai,Kona,2021,19310,3965,793,1,SP271,45
D172372,2024-03-28,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,new,Honda,CR-V,2024,36439,1130,912,2,SP756,5
D172373,2024-03-28,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,new,Honda,Accord,2024,34843,1588,943,1,SP756,23
D192284,2024-03-28,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,used,Jeep Ram,Wrangler,2023,25788,1525,765,1,SP649,42
D194061,2024-03-28,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,new,Jeep Ram,Ram 2500,2024,35880,1075,685,0,SP649,43
D194063,2024-03-28,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,new,Jeep Ram,Ram 1500,2024,33842,1544,715,1,SP883,34
D194784,2024-03-28,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,new,Jeep Ram,Wrangler,2024,43448,3886,1104,3,SP164,37
D196194,2024-03-28,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,new,Jeep Ram,Gladiator,2024,37463,1733,409,2,SP398,14
D184520,2024-03-28,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,new,Kia,Sorento,2024,43228,2288,990,1,SP187,8
D185220,2024-03-28,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,used,Kia,Sorento,2022,27547,2060,964,3,SP853,31
D186367,2024-03-28,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,new,Kia,Forte,2024,31438,1327,819,2,SP760,27
D186762,2024-03-28,Harbor Motor Group,Harbor Kia Lighthouse,Direct Mail,campaign,new,Kia,Sorento,2024,40235,2109,372,3,SP106,7
D189261,2024-03-28,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,new,Subaru,Impreza,2024,35775,2920,1422,1,SP827,39
D190476,2024-03-28,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,new,Subaru,Impreza,2024,37207,3934,1724,0,SP552,15
D191003,2024-03-28,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,new,Subaru,Crosstrek,2024,36886,1868,769,3,SP967,12
D161814,2024-03-28,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,RAV4,2024,42317,1884,711,1,SP151,45
D164088,2024-03-28,Harbor Motor Group,Harbor Toyota Bayview,Direct Mail,campaign,new,Toyota,Camry,2024,32405,2189,1137,0,SP192,14
D165422,2024-03-28,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Highlander,2024,36019,3351,704,1,SP817,22
D165428,2024-03-28,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Highlander,2024,32367,2455,766,2,SP397,19
D153812,2024-03-28,Summit Auto Group,Summit BMW,Autotrader,internet,new,BMW,5 Series,2024,67779,4851,1649,3,SP920,45
D154402,2024-03-28,Summit Auto Group,Summit BMW,Cars .com,internet,new,BMW,X1,2024,45929,5268,2373,0,SP949,21
D155362,2024-03-28,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,X3,2024,48110,5479,1859,0,SP961,16
D155388,2024-03-28,Summit Auto Group,Summit BMW,Dealer Website,internet,used,Jeep Ram,Ram 1500,2017,47632,3619,955,1,SP949,9
D156694,2024-03-28,Summit Auto Group,Summit BMW,Lease Return,campaign,new,BMW,X1,2024,60118,1686,784,0,SP715,12
D157655,2024-03-28,Summit Auto Group,Summit BMW,Walk-In,showroom,used,BMW,X3,2023,46153,4132,1642,0,SP546,29
D158598,2024-03-28,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,i4,2024,60129,3921,1456,0,SP505,8
D120257,2024-03-28,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,new,Chevrolet,Silverado,2024,49342,1950,567,1,SP682,33
D120264,2024-03-28,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,used,Chevrolet,Trax,2018,18818,2322,612,0,SP448,34
D122929,2024-03-28,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,used,BMW,X5,2020,31159,1481,633,2,SP308,6
D123293,2024-03-28,Summit Auto Group,Summit Chevrolet Glenpark,Svc Conquest,service,new,Chevrolet,Trax,2024,29321,2314,424,1,SP933,37
D123738,2024-03-28,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,new,Chevrolet,Silverado,2024,45720,3061,1581,2,SP308,28
D125676,2024-03-28,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,new,Chevrolet,Trax,2024,47281,1676,689,3,SP723,7
D114297,2024-03-28,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,used,Ford,Explorer,2021,18034,1825,1452,3,SP841,34
D116769,2024-03-28,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,new,Ford,Maverick,2024,38887,1023,336,1,SP586,10
D108551,2024-03-28,Summit Auto Group,Summit Honda Westland,CarGurus,internet,new,Honda,Civic,2024,36453,2265,1017,1,SP429,35
D110320,2024-03-28,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,new,Honda,CR-V,2024,46950,1602,291,0,SP219,6
D110966,2024-03-28,Summit Auto Group,Summit Honda Westland,Direct Mail Q1,campaign,used,Honda,CR-V,2020,25276,1994,1069,3,SP598,21
D112932,2024-03-28,Summit Auto Group,Summit Honda Westland,Website Chat,chat,used,Subaru,Forester,2020,25831,2457,1054,1,SP832,41
D130592,2024-03-28,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,used,Hyundai,Kona,2022,26706,1727,443,0,SP907,45
D148168,2024-03-28,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,new,Jeep Ram,Wrangler,2024,45788,1342,1057,0,SP713,18
D149790,2024-03-28,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,used,Jeep Ram,Grand Cherokee,2020,28699,2291,1690,1,SP187,14
D150548,2024-03-28,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,used,Jeep Ram,Ram 1500,2020,30268,1294,554,0,SP672,18
D135913,2024-03-28,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,new,Kia,Telluride,2024,32089,3228,1085,1,SP254,7
D136813,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,new,Kia,Seltos,2024,45078,1479,470,0,SP586,37
D136815,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,new,Kia,Sorento,2024,37792,1280,334,1,SP710,11
D137221,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,used,Kia,Seltos,2021,19867,1984,844,1,SP295,9
D137388,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,new,Kia,Seltos,2024,46273,3857,1841,1,SP254,45
D137389,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,new,Kia,K5,2024,33460,3698,1062,1,SP944,43
D138005,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,new,Kia,Sportage,2024,31948,3041,1614,1,SP710,24
D138458,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,new,Kia,Sportage,2024,31539,2032,591,1,SP710,24
D138607,2024-03-28,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,used,Kia,Sorento,2017,23322,1851,852,0,SP459,43
D139731,2024-03-28,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,used,Ford,Bronco,2022,18058,3417,651,0,SP627,44
D141404,2024-03-28,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,new,Mazda,CX-5,2024,47808,2334,1114,2,SP627,21
D126743,2024-03-28,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,new,Nissan,Rogue,2024,30616,2747,1122,3,SP743,1
D127129,2024-03-28,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,used,Nissan,Rogue,2020,24042,3084,1800,1,SP538,4
D129542,2024-03-28,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,new,Nissan,Pathfinder,2024,42476,1726,468,2,SP578,31
D129549,2024-03-28,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,new,Nissan,Sentra,2024,43316,1707,1197,3,SP941,34
D129554,2024-03-28,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,used,Nissan,Altima,2017,24117,2405,1031,3,SP743,44
D129555,2024-03-28,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,used,Honda,Odyssey,2017,18378,2542,1397,0,SP287,10
D142107,2024-03-28,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,used,BMW,i4,2022,27829,3382,1141,3,SP471,28
D144366,2024-03-28,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,new,Subaru,WRX,2024,31771,3201,1106,2,SP338,15
D144372,2024-03-28,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,new,Subaru,Ascent,2024,47601,2300,867,0,SP273,8
D101460,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,new,Toyota,Tacoma,2024,34410,1848,665,1,SP353,20
D102049,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,new,Toyota,Tacoma,2024,42941,3116,1430,0,SP640,13
D102056,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,used,Toyota,Highlander,2023,29448,3196,512,3,SP394,42
D102059,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,used,Ford,Mustang,2021,20326,2467,1220,2,SP809,21
D103624,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,used,BMW,X5,2021,26110,977,778,1,SP628,40
D104083,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,new,Toyota,Highlander,2024,44031,1876,936,1,SP874,31
D104308,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,new,Toyota,Tacoma,2024,36221,1646,1172,2,SP874,29
D105725,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,used,Hyundai,Sonata,2017,26338,1869,1382,1,SP563,18
D105729,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,used,Toyota,Tundra,2023,19821,1921,1386,3,SP599,15
D106848,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,new,Toyota,Tacoma,2024,29938,2006,773,0,SP809,7
D106849,2024-03-28,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,new,Toyota,Tundra,2024,38061,1844,531,2,SP394,33
D152217,2024-03-28,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,new,Volkswagen,Jetta,2024,39062,1519,773,0,SP715,42
D152491,2024-03-28,Summit Auto Group,Summit Volkswagen Eastdale,Direct Mail Q1,campaign,new,Volkswagen,Jetta,2024,28555,1589,986,1,SP803,6
D153076,2024-03-28,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,used,Volkswagen,Tiguan,2019,19289,3219,1059,0,SP715,7
D198033,2024-03-29,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,X1,2024,54236,6100,2611,0,SP880,34
D199821,2024-03-29,Harbor Motor Group,Harbor BMW,Direct Mail Q1,campaign,used,BMW,5 Series,2020,48813,2393,2273,2,SP230,45
D179761,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,new,Chevrolet,Traverse,2024,38500,2172,1048,3,SP539,33
D179766,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,used,Honda,Odyssey,2019,22728,1755,756,2,SP457,12
D180538,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Silverado,2024,28980,3382,2016,0,SP457,32
D181698,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,new,Chevrolet,Trax,2024,37250,1529,250,2,SP732,27
D182063,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,Service Conquest,service,new,Chevrolet,Silverado,2024,43377,1918,1124,2,SP954,18
D182497,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Equinox,2024,32706,2937,973,1,SP374,14
D184126,2024-03-29,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,used,Chevrolet,Trax,2020,25402,1769,501,2,SP288,22
D174508,2024-03-29,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,used,Ford,F-150,2020,29492,2443,823,2,SP905,10
D175834,2024-03-29,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,new,Ford,Maverick,2024,29802,1069,657,3,SP946,15
D176767,2024-03-29,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,new,Ford,Mustang,2024,36891,3250,1168,2,SP934,17
D179006,2024-03-29,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,new,Ford,Explorer,2024,29691,2074,819,1,SP280,45
D168472,2024-03-29,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,new,Honda,Pilot,2024,40850,2441,1530,1,SP961,12
D170620,2024-03-29,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,used,BMW,i4,2020,26913,2898,1332,3,SP587,26
D171514,2024-03-29,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,Odyssey,2024,48417,2195,1576,3,SP587,17
D171515,2024-03-29,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,new,Honda,HR-V,2024,38661,3289,1722,0,SP522,3
D172184,2024-03-29,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,new,Honda,Accord,2024,34642,1823,931,3,SP312,37
D191769,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,used,BMW,5 Series,2022,18879,2280,1068,0,SP193,16
D192281,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,used,Jeep Ram,Ram 2500,2020,20663,2201,398,1,SP818,32
D193007,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,new,Jeep Ram,Grand Cherokee,2024,35526,2470,1462,0,SP818,20
D193023,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,used,Jeep Ram,Wrangler,2018,19907,2884,684,0,SP484,35
D194056,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,new,Jeep Ram,Ram 1500,2024,43550,917,329,1,SP164,36
D194793,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,new,Jeep Ram,Grand Cherokee,2024,35882,3526,655,1,SP649,30
D194804,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,used,Jeep Ram,Grand Cherokee,2023,30695,3148,1235,0,SP398,20
D195522,2024-03-29,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,new,Jeep Ram,Compass,2024,33257,3140,1464,1,SP818,39
D185488,2024-03-29,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,used,Toyota,Camry,2019,22015,2335,695,2,SP426,13
D186935,2024-03-29,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,new,Kia,Sorento,2024,34311,3306,1483,1,SP566,38
D187534,2024-03-29,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,new,Kia,Sportage,2024,46818,3219,877,0,SP607,14
D187535,2024-03-29,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,new,Kia,Sportage,2024,41641,3569,1296,3,SP853,14
D187538,2024-03-29,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,new,Kia,K5,2024,42113,3135,665,0,SP796,30
D189995,2024-03-29,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,used,Subaru,Impreza,2020,27931,1149,1048,1,SP803,20
D190307,2024-03-29,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,used,Kia,Seltos,2018,22251,1790,1182,1,SP827,9
D191011,2024-03-29,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,new,Subaru,Ascent,2024,47146,2071,1350,0,SP137,17
D159992,2024-03-29,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,used,BMW,X1,2021,23244,1993,1191,3,SP332,34
D161836,2024-03-29,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Toyota,Camry,2018,31081,3029,608,3,SP397,6
D161840,2024-03-29,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Nissan,Altima,2020,24484,2497,643,1,SP361,39
D154925,2024-03-29,Summit Auto Group,Summit BMW,cargurus.com,internet,used,BMW,i4,2020,44338,4086,1626,1,SP546,11
D155380,2024-03-29,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,i4,2020,38331,5461,2078,0,SP230,20
D156683,2024-03-29,Summit Auto Group,Summit BMW,Lease Return,campaign,new,BMW,X1,2024,68361,2705,1038,0,SP230,31
D156688,2024-03-29,Summit Auto Group,Summit BMW,Lease Return,campaign,new,BMW,3 Series,2024,59120,1658,407,1,SP271,38
D157639,2024-03-29,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,5 Series,2024,70315,5289,2131,0,SP546,3
D157652,2024-03-29,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,5 Series,2024,64040,3625,1546,3,SP751,33
D158596,2024-03-29,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,i4,2024,47285,4210,1637,0,SP686,11
D158605,2024-03-29,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,3 Series,2024,46138,5492,2912,3,SP505,16
D159731,2024-03-29,Summit Auto Group,Summit BMW,TrueCar,internet,used,BMW,X1,2019,39754,2418,1001,0,SP271,25
D120261,2024-03-29,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,new,Chevrolet,Trax,2024,34417,2579,570,0,SP477,22
D121683,2024-03-29,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,new,Chevrolet,Equinox,2024,47968,3380,569,0,SP513,39
D121689,2024-03-29,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,new,Chevrolet,Equinox,2024,34756,3555,1423,1,SP267,16
D115345,2024-03-29,Summit Auto Group,Summit Ford Rivera,Website,internet,new,Ford,Mustang,2024,49177,1829,749,0,SP175,36
D115357,2024-03-29,Summit Auto Group,Summit Ford Rivera,Website,internet,used,Chevrolet,Traverse,2023,18953,2188,1008,0,SP631,31
D115365,2024-03-29,Summit Auto Group,Summit Ford Rivera,Website,internet,used,Ford,Maverick,2018,18869,2288,908,2,SP865,41
D116756,2024-03-29,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,new,Ford,F-150,2024,38991,1365,708,0,SP216,16
D116772,2024-03-29,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,new,Ford,F-150,2024,47107,1599,614,3,SP380,27
D116773,2024-03-29,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,new,Ford,Explorer,2024,34896,982,779,2,SP130,7
D117207,2024-03-29,Summit Auto Group,Summit Ford Rivera,Service Conquest,service,new,Ford,Escape,2024,45416,1474,567,0,SP421,45
D117779,2024-03-29,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,used,Jeep Ram,Gladiator,2022,26156,2494,2086,3,SP631,25
D117780,2024-03-29,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,used,Ford,Explorer,2020,26526,3928,814,0,SP216,42
D117782,2024-03-29,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,used,Ford,Explorer,2022,20386,3823,1425,0,SP590,28
D109071,2024-03-29,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,BMW,3 Series,2023,21767,3106,592,1,SP183,27
D110317,2024-03-29,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,new,Honda,Accord,2024,36138,1294,377,2,SP873,30
D112232,2024-03-29,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,used,Honda,Accord,2021,30051,2715,1572,1,SP219,5
D131898,2024-03-29,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,new,Hyundai,Kona,2024,48788,1413,590,1,SP217,19
D132485,2024-03-29,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,new,Hyundai,Palisade,2024,47884,2896,591,1,SP702,45
D133978,2024-03-29,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,new,Hyundai,Kona,2024,29377,2650,1830,1,SP702,7
D133980,2024-03-29,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,used,Honda,Pilot,2018,30859,3035,1287,3,SP743,40
D134647,2024-03-29,Summit Auto Group,Summit Hyundai Oakhurst,Facebook,internet,new,Hyundai,Kona,2024,45929,2095,785,1,SP504,30
D146279,2024-03-29,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,new,Jeep Ram,Ram 1500,2024,35445,2120,513,0,SP438,35
D146284,2024-03-29,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,used,Honda,CR-V,2022,21973,1453,645,1,SP503,23
D147080,2024-03-29,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Ram 1500,2024,46887,2747,1132,1,SP684,17
D147096,2024-03-29,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,used,Jeep Ram,Wrangler,2022,24938,2804,889,3,SP426,12
D137097,2024-03-29,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,new,Kia,Telluride,2024,41434,1762,952,2,SP734,19
D137098,2024-03-29,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,new,Kia,Sportage,2024,43491,2046,1075,3,SP254,6
D140434,2024-03-29,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,used,Ford,F-150,2020,25639,1151,583,2,SP462,17
D140753,2024-03-29,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,new,Mazda,Mazda3,2024,39280,1997,1186,1,SP672,15
D125884,2024-03-29,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,used,Nissan,Sentra,2019,22684,2409,1075,1,SP788,35
D127120,2024-03-29,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,new,Nissan,Kicks,2024,31023,3604,985,1,SP287,19
D128434,2024-03-29,Summit Auto Group,Summit Nissan Ridgemont,Svc Conquest,service,used,Nissan,Sentra,2022,24003,1636,1117,3,SP912,31
D129557,2024-03-29,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,used,Nissan,Rogue,2017,18872,1630,432,1,SP246,17
D142105,2024-03-29,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,used,Toyota,Highlander,2020,18495,3067,616,1,SP992,20
D142816,2024-03-29,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,new,Subaru,Impreza,2024,45011,2212,858,0,SP552,28
D143099,2024-03-29,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,new,Subaru,Outback,2024,29863,3207,1058,1,SP261,27
D144119,2024-03-29,Summit Auto Group,Summit Subaru Northgate,Svc Conquest,service,used,Toyota,RAV4,2023,25107,1672,835,1,SP717,33
