period,group,store,channel,sessions,users,vdp_views,conversions
2024-04,Summit Auto Group,Summit Toyota of Fairview,Referral,1351,1101,686,29
2024-04,Summit Auto Group,Summit Toyota of Fairview,Email,1126,908,653,29
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,2995,2457,1611,34
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,1850,1432,895,38
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1409,1089,706,34
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,881,679,436,23
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,704,598,435,10
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Referral,528,407,279,8
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Email,440,356,224,5
2024-05,Harbor Motor Group,Harbor BMW,Organic Search,5637,4551,3102,153
2024-05,Harbor Motor Group,Harbor BMW,Paid Search,3481,2549,2130,91
2024-05,Harbor Motor Group,Harbor BMW,Direct,2652,1979,1525,40
2024-05,Harbor Motor Group,Harbor BMW,Organic Social,1658,1406,856,20
2024-05,Harbor Motor Group,Harbor BMW,Paid Social,1326,1039,696,19
2024-05,Harbor Motor Group,Harbor BMW,Referral,994,806,483,17
2024-05,Harbor Motor Group,Harbor BMW,Email,829,674,388,16
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5719,4448,2810,105
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3532,2872,1866,42
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2691,2006,1279,50
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1682,1250,902,18
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1345,1041,781,18
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Referral,1009,753,534,12
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Email,841,676,428,9
2024-05,Harbor Motor Group,Harbor Ford Portside,Organic Search,7382,5585,3903,198
2024-05,Harbor Motor Group,Harbor Ford Portside,Paid Search,4559,3356,2235,114
2024-05,Harbor Motor Group,Harbor Ford Portside,Direct,3474,2852,1938,60
2024-05,Harbor Motor Group,Harbor Ford Portside,Organic Social,2171,1569,980,28
2024-05,Harbor Motor Group,Harbor Ford Portside,Paid Social,1737,1270,979,36
2024-05,Harbor Motor Group,Harbor Ford Portside,Referral,1302,1062,672,34
2024-05,Harbor Motor Group,Harbor Ford Portside,Email,1085,899,496,13
2024-05,Harbor Motor Group,Harbor Honda Seaside,Organic Search,6832,5737,3907,112
2024-05,Harbor Motor Group,Harbor Honda Seaside,Paid Search,4220,3321,2324,99
2024-05,Harbor Motor Group,Harbor Honda Seaside,Direct,3215,2625,1573,47
2024-05,Harbor Motor Group,Harbor Honda Seaside,Organic Social,2009,1641,1067,50
2024-05,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1607,1330,894,38
2024-05,Harbor Motor Group,Harbor Honda Seaside,Referral,1205,923,578,12
2024-05,Harbor Motor Group,Harbor Honda Seaside,Email,1004,764,512,11
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,4846,3736,2342,70
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,2993,2253,1830,37
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2280,1813,1116,55
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1425,1212,648,14
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1140,903,620,29
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,855,709,398,20
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,712,581,362,14
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,3383,2711,1980,92
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2089,1734,1085,41
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1592,1259,905,27
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,995,821,539,25
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,796,641,384,20
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Referral,597,500,329,8
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Email,497,411,247,9
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3146,2343,1519,63
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1943,1443,1168,21
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1480,1192,838,35
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,925,679,570,19
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,740,626,444,12
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Referral,555,433,325,8
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Email,462,368,237,6
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,6237,4624,3671,125
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,3852,2956,2111,57
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Direct,2935,2438,1637,51
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,1834,1546,1130,20
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1467,1225,785,33
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Referral,1100,930,595,28
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Email,917,721,535,23
2024-05,Summit Auto Group,Summit BMW,Organic Search,6851,5275,4212,129
2024-05,Summit Auto Group,Summit BMW,Paid Search,4231,3548,2332,52
2024-05,Summit Auto Group,Summit BMW,Direct,3224,2325,1536,61
2024-05,Summit Auto Group,Summit BMW,Organic Social,2015,1518,975,52
2024-05,Summit Auto Group,Summit BMW,Paid Social,1612,1277,990,19
2024-05,Summit Auto Group,Summit BMW,Referral,1209,881,625,16
2024-05,Summit Auto Group,Summit BMW,Email,1007,838,526,20
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,6125,4646,2796,102
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3783,2787,2089,88
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2882,2076,1391,54
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1801,1505,853,32
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1441,1043,870,15
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Referral,1080,780,502,29
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Email,900,736,485,20
2024-05,Summit Auto Group,Summit Ford Rivera,Organic Search,5868,4998,2993,78
2024-05,Summit Auto Group,Summit Ford Rivera,Paid Search,3624,2944,1884,86
2024-05,Summit Auto Group,Summit Ford Rivera,Direct,2761,2299,1648,74
2024-05,Summit Auto Group,Summit Ford Rivera,Organic Social,1725,1298,835,18
2024-05,Summit Auto Group,Summit Ford Rivera,Paid Social,1380,1133,730,21
2024-05,Summit Auto Group,Summit Ford Rivera,Referral,1035,850,633,24
2024-05,Summit Auto Group,Summit Ford Rivera,Email,862,699,500,20
2024-05,Summit Auto Group,Summit Honda Westland,Organic Search,5701,4672,3069,120
2024-05,Summit Auto Group,Summit Honda Westland,Paid Search,3521,2705,1747,50
2024-05,Summit Auto Group,Summit Honda Westland,Direct,2682,2244,1323,34
2024-05,Summit Auto Group,Summit Honda Westland,Organic Social,1676,1437,982,22
2024-05,Summit Auto Group,Summit Honda Westland,Paid Social,1341,991,732,15
2024-05,Summit Auto Group,Summit Honda Westland,Referral,1006,737,530,12
2024-05,Summit Auto Group,Summit Honda Westland,Email,838,697,414,15
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4654,3628,2154,97
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2875,2284,1671,43
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2190,1617,1208,52
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1369,1124,809,20
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1095,788,542,15
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Referral,821,650,502,20
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Email,684,578,352,9
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5088,3990,2735,92
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3142,2476,1850,36
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2394,1773,1288,62
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1496,1234,690,19
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1197,895,587,24
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,897,693,463,24
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Email,748,608,403,9
2024-05,Summit Auto Group,Summit Kia Brookfield,Organic Search,4092,3352,2363,54
2024-05,Summit Auto Group,Summit Kia Brookfield,Paid Search,2527,2138,1206,65
2024-05,Summit Auto Group,Summit Kia Brookfield,Direct,1925,1633,1045,39
2024-05,Summit Auto Group,Summit Kia Brookfield,Organic Social,1203,901,658,27
2024-05,Summit Auto Group,Summit Kia Brookfield,Paid Social,962,780,561,22
2024-05,Summit Auto Group,Summit Kia Brookfield,Referral,722,584,380,15
2024-05,Summit Auto Group,Summit Kia Brookfield,Email,601,477,344,6
2024-05,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3395,2848,1990,64
2024-05,Summit Auto Group,Summit Mazda Lakeside,Paid Search,2097,1753,1122,51
2024-05,Summit Auto Group,Summit Mazda Lakeside,Direct,1597,1279,883,30
2024-05,Summit Auto Group,Summit Mazda Lakeside,Organic Social,998,854,450,17
2024-05,Summit Auto Group,Summit Mazda Lakeside,Paid Social,798,614,449,19
2024-05,Summit Auto Group,Summit Mazda Lakeside,Referral,599,485,353,15
2024-05,Summit Auto Group,Summit Mazda Lakeside,Email,499,371,269,12
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,5047,3868,3054,55
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,3117,2393,1480,75
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Direct,2375,1966,1438,33
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1484,1135,783,15
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1187,871,615,30
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Referral,890,761,521,14
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Email,742,621,446,19
2024-05,Summit Auto Group,Summit Subaru Northgate,Organic Search,3723,3008,1784,80
2024-05,Summit Auto Group,Summit Subaru Northgate,Paid Search,2299,1781,1351,44
2024-05,Summit Auto Group,Summit Subaru Northgate,Direct,1752,1351,1013,42
2024-05,Summit Auto Group,Summit Subaru Northgate,Organic Social,1095,793,592,25
2024-05,Summit Auto Group,Summit Subaru Northgate,Paid Social,876,705,451,16
2024-05,Summit Auto Group,Summit Subaru Northgate,Referral,657,550,369,9
2024-05,Summit Auto Group,Summit Subaru Northgate,Email,547,424,248,5
2024-05,Summit Auto Group,Summit Toyota of Fairview,Organic Search,8318,6101,4006,102
2024-05,Summit Auto Group,Summit Toyota of Fairview,Paid Search,5137,4395,3034,112
2024-05,Summit Auto Group,Summit Toyota of Fairview,Direct,3914,2886,1954,97
2024-05,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2446,1953,1505,31
2024-05,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1957,1460,923,27
2024-05,Summit Auto Group,Summit Toyota of Fairview,Referral,1467,1182,903,25
2024-05,Summit Auto Group,Summit Toyota of Fairview,Email,1223,987,584,25
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,2752,2124,1399,50
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,1699,1438,964,18
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1295,1014,685,35
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,809,660,433,18
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,647,512,367,9
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Referral,485,365,290,11
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Email,404,319,232,10
2024-06,Harbor Motor Group,Harbor BMW,Organic Search,5530,4281,2596,97
2024-06,Harbor Motor Group,Harbor BMW,Paid Search,3415,2603,1996,68
2024-06,Harbor Motor Group,Harbor BMW,Direct,2602,2229,1539,46
2024-06,Harbor Motor Group,Harbor BMW,Organic Social,1626,1191,954,19
2024-06,Harbor Motor Group,Harbor BMW,Paid Social,1301,1048,745,21
2024-06,Harbor Motor Group,Harbor BMW,Referral,975,779,566,22
2024-06,Harbor Motor Group,Harbor BMW,Email,813,684,401,11
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5205,3926,3162,145
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3215,2608,1825,34
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2449,2059,1208,60
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1531,1111,795,38
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1224,991,628,12
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Referral,918,717,492,11
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Email,765,591,388,18
2024-06,Harbor Motor Group,Harbor Ford Portside,Organic Search,5605,4398,3306,107
2024-06,Harbor Motor Group,Harbor Ford Portside,Paid Search,3462,2786,1998,87
2024-06,Harbor Motor Group,Harbor Ford Portside,Direct,2638,2196,1296,53
2024-06,Harbor Motor Group,Harbor Ford Portside,Organic Social,1648,1269,795,24
2024-06,Harbor Motor Group,Harbor Ford Portside,Paid Social,1319,1019,810,14
2024-06,Harbor Motor Group,Harbor Ford Portside,Referral,989,736,611,25
2024-06,Harbor Motor Group,Harbor Ford Portside,Email,824,642,420,11
2024-06,Harbor Motor Group,Harbor Honda Seaside,Organic Search,6524,5312,4030,151
2024-06,Harbor Motor Group,Harbor Honda Seaside,Paid Search,4030,3422,2345,42
2024-06,Harbor Motor Group,Harbor Honda Seaside,Direct,3070,2407,1901,78
2024-06,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1919,1514,1040,49
2024-06,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1535,1177,787,34
2024-06,Harbor Motor Group,Harbor Honda Seaside,Referral,1151,935,560,13
2024-06,Harbor Motor Group,Harbor Honda Seaside,Email,959,706,579,18
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,5582,4161,2879,73
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,3448,2891,1916,52
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2627,2040,1223,61
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1642,1196,872,33
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1313,1090,624,28
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,985,761,460,24
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,821,621,465,14
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,3697,3073,2099,40
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2283,1918,1132,34
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1740,1447,878,25
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1087,875,640,16
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,870,674,396,16
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Referral,652,487,388,6
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Email,543,443,299,11
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3166,2491,1811,55
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1955,1601,1116,37
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1490,1083,729,34
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,931,776,459,12
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,745,576,417,20
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Referral,558,442,338,15
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Email,465,354,272,5
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,7254,6195,3639,202
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,4480,3828,2614,46
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Direct,3413,2528,1620,74
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,2133,1610,1084,39
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1706,1434,1016,45
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Referral,1280,1035,644,27
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Email,1066,905,541,11
2024-06,Summit Auto Group,Summit BMW,Organic Search,5817,4235,2786,64
2024-06,Summit Auto Group,Summit BMW,Paid Search,3593,2932,1953,59
2024-06,Summit Auto Group,Summit BMW,Direct,2737,2124,1587,71
2024-06,Summit Auto Group,Summit BMW,Organic Social,1711,1324,1049,43
2024-06,Summit Auto Group,Summit BMW,Paid Social,1368,1078,763,25
2024-06,Summit Auto Group,Summit BMW,Referral,1026,876,505,13
2024-06,Summit Auto Group,Summit BMW,Email,855,690,495,20
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,4988,4167,2592,92
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3080,2319,1736,47
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2347,1897,1128,59
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1467,1218,906,23
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1173,997,716,22
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Referral,880,753,535,20
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Email,733,621,446,18
2024-06,Summit Auto Group,Summit Ford Rivera,Organic Search,7158,5523,3253,161
2024-06,Summit Auto Group,Summit Ford Rivera,Paid Search,4421,3638,2664,85
2024-06,Summit Auto Group,Summit Ford Rivera,Direct,3368,2430,1672,78
2024-06,Summit Auto Group,Summit Ford Rivera,Organic Social,2105,1651,1227,52
2024-06,Summit Auto Group,Summit Ford Rivera,Paid Social,1684,1332,968,29
2024-06,Summit Auto Group,Summit Ford Rivera,Referral,1263,944,695,14
2024-06,Summit Auto Group,Summit Ford Rivera,Email,1052,849,606,15
2024-06,Summit Auto Group,Summit Honda Westland,Organic Search,6278,4690,3311,104
2024-06,Summit Auto Group,Summit Honda Westland,Paid Search,3877,3281,2237,77
2024-06,Summit Auto Group,Summit Honda Westland,Direct,2954,2233,1533,61
2024-06,Summit Auto Group,Summit Honda Westland,Organic Social,1846,1570,1059,41
2024-06,Summit Auto Group,Summit Honda Westland,Paid Social,1477,1081,855,38
2024-06,Summit Auto Group,Summit Honda Westland,Referral,1107,875,618,20
2024-06,Summit Auto Group,Summit Honda Westland,Email,923,723,487,20
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4769,4098,2502,116
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2946,2202,1377,42
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2244,1886,1199,54
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1402,1118,753,37
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1122,953,606,26
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Referral,841,641,504,10
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Email,701,546,383,10
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5966,4508,2979,68
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3685,3158,1724,57
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2807,2364,1466,61
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1754,1299,805,17
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1403,1162,736,33
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,1052,827,571,14
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Email,877,658,505,23
2024-06,Summit Auto Group,Summit Kia Brookfield,Organic Search,3810,3029,2289,47
2024-06,Summit Auto Group,Summit Kia Brookfield,Paid Search,2353,1820,1316,38
2024-06,Summit Auto Group,Summit Kia Brookfield,Direct,1793,1365,811,44
2024-06,Summit Auto Group,Summit Kia Brookfield,Organic Social,1120,943,656,26
