period,group,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2024-04,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,136,29,21,8,78181,
2024-04,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,80,6,3,3,15844,828
2024-04,Summit Auto Group,Summit Ford Rivera,Facebook,internet,196,3,2,1,7387,1288
2024-04,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,121,7,4,3,17085,2392
2024-04,Summit Auto Group,Summit Ford Rivera,Radio,campaign,2,0,0,0,0,368
2024-04,Summit Auto Group,Summit Honda Westland,auto trader,internet,284,21,12,9,68163,3612
2024-04,Summit Auto Group,Summit Honda Westland,Cars.com,internet,170,15,8,7,41772,2666
2024-04,Summit Auto Group,Summit Honda Westland,CarGurus,internet,199,13,7,6,33835,3268
2024-04,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,366,34,19,15,117198,
2024-04,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,74,34,24,10,60801,
2024-04,Summit Auto Group,Summit Honda Westland,Svc Conquest,service,59,10,7,3,22868,
2024-04,Summit Auto Group,Summit Honda Westland,Direct Mail Q1,campaign,119,13,9,4,36133,5590
2024-04,Summit Auto Group,Summit Honda Westland,Walk In,showroom,78,27,19,8,88917,
2024-04,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,106,26,19,7,79963,
2024-04,Summit Auto Group,Summit Honda Westland,Website Chat,chat,68,4,2,2,10662,774
2024-04,Summit Auto Group,Summit Honda Westland,Facebook,internet,203,12,7,5,29975,1204
2024-04,Summit Auto Group,Summit Honda Westland,True Car,internet,88,7,4,3,19298,2236
2024-04,Summit Auto Group,Summit Honda Westland,Radio Spot,campaign,3,0,0,0,0,344
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,176,16,9,7,50439,2436
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Cars .com,internet,110,9,5,4,28067,1797
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,CarGurus,internet,147,9,5,4,25624,2204
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,207,31,17,14,98337,
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,43,11,8,3,19728,
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Svc Conquest,service,30,10,7,3,22057,
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Direct Mail Q1,campaign,63,6,4,2,15218,3769
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,50,20,14,6,79121,
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,84,21,15,6,65749,
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,57,2,1,1,5755,522
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Facebook,internet,133,9,5,4,19278,812
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,True Car,internet,78,4,2,2,11340,1508
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Radio,campaign,2,0,0,0,0,231
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,202,12,7,5,36669,2982
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,123,7,4,3,20464,2201
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Car Gurus,internet,205,2,1,1,5733,2698
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,327,49,27,22,152319,
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,58,15,11,4,25862,
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Svc Conquest,service,45,7,5,2,16775,
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Direct Mail,campaign,80,11,8,3,28242,4615
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,72,26,19,7,92898,
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,112,17,12,5,53844,
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,58,2,1,1,5702,639
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,157,3,2,1,5997,994
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,True Car,internet,80,4,2,2,9005,1846
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Radio,campaign,2,0,0,0,0,284
2024-04,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,158,14,8,6,42253,2310
2024-04,Summit Auto Group,Summit Kia Brookfield,CARS,internet,112,8,4,4,27007,1705
2024-04,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,126,8,4,4,23682,2090
2024-04,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,241,27,15,12,105098,
2024-04,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,43,14,10,4,21912,
2024-04,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,29,4,3,1,9560,
2024-04,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,64,10,7,3,26442,3575
2024-04,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,51,20,14,6,71323,
2024-04,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,68,17,12,5,60073,
2024-04,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,53,4,2,2,9456,495
2024-04,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,135,6,3,3,15108,770
2024-04,Summit Auto Group,Summit Kia Brookfield,True Car,internet,58,2,1,1,5022,1430
2024-04,Summit Auto Group,Summit Kia Brookfield,Radio Spot,campaign,1,0,0,0,0,220
2024-04,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,126,9,5,4,22926,1848
2024-04,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,92,4,2,2,10795,1364
2024-04,Summit Auto Group,Summit Mazda Lakeside,CarGurus,internet,123,12,7,5,37729,1672
2024-04,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,172,16,9,7,57297,
2024-04,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,30,6,4,2,9041,
2024-04,Summit Auto Group,Summit Mazda Lakeside,Svc Conquest,service,29,7,5,2,14223,
2024-04,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,60,5,4,1,11345,2860
2024-04,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,38,12,9,3,46630,
2024-04,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,64,13,9,4,38814,
2024-04,Summit Auto Group,Summit Mazda Lakeside,Website Chat,chat,34,5,3,2,14685,396
2024-04,Summit Auto Group,Summit Mazda Lakeside,Facebook,internet,104,6,3,3,13287,616
2024-04,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,48,2,1,1,5563,1144
2024-04,Summit Auto Group,Summit Mazda Lakeside,Radio Spot,campaign,1,0,0,0,0,176
2024-04,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,208,18,10,8,46184,2688
2024-04,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,133,13,7,6,39683,1984
2024-04,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,163,13,7,6,38655,2432
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,301,27,15,12,89307,
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Lease Retention,campaign,48,12,9,3,21483,
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Svc Conquest,service,42,9,6,3,21329,
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Direct Mail Q1,campaign,86,10,7,3,26116,4160
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,69,20,14,6,68480,
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,89,16,12,4,57248,
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,48,5,3,2,12011,576
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,151,2,1,1,4669,896
2024-04,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,68,3,2,1,7776,1664
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Radio,campaign,1,0,0,0,0,256
2024-04,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,170,14,8,6,35345,2058
2024-04,Summit Auto Group,Summit Subaru Northgate,CARS,internet,92,4,2,2,12235,1519
2024-04,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,135,12,7,5,34830,1862
2024-04,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,211,26,14,12,90287,
2024-04,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,41,12,9,3,21957,
2024-04,Summit Auto Group,Summit Subaru Northgate,Svc Conquest,service,28,7,5,2,14179,
2024-04,Summit Auto Group,Summit Subaru Northgate,Direct Mail Q1,campaign,59,3,2,1,8443,3185
2024-04,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,45,11,8,3,41603,
2024-04,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,58,10,7,3,28251,
2024-04,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,47,5,3,2,14398,441
2024-04,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,107,8,4,4,18212,686
2024-04,Summit Auto Group,Summit Subaru Northgate,True Car,internet,65,8,4,4,19529,1274
2024-04,Summit Auto Group,Summit Subaru Northgate,Radio,campaign,1,0,0,0,0,196
2024-04,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,367,21,12,9,53028,4200
2024-04,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,169,13,7,6,41902,3100
2024-04,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,245,8,4,4,24145,3800
2024-04,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,464,40,22,18,132911,
2024-04,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,78,25,18,7,44240,
2024-04,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,58,16,12,4,34717,
2024-04,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,137,10,7,3,26612,6500
2024-04,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,107,32,23,9,111889,
2024-04,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,128,23,17,6,74304,
2024-04,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,78,6,3,3,13697,900
2024-04,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,235,11,6,5,22969,1400
2024-04,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,118,15,8,7,34970,2600
2024-04,Summit Auto Group,Summit Toyota of Fairview,Radio Spot,campaign,3,0,0,0,0,400
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,123,8,4,4,22234,1680
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,70,6,3,3,20466,1240
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,96,9,5,4,26825,1520
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,182,26,14,12,78837,
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,26,9,6,3,13243,
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Service Conquest,service,26,6,4,2,11975,
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Direct Mail Q1,campaign,45,2,1,1,4463,2600
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,38,14,10,4,49879,
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,59,9,6,3,28273,
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Chat,chat,40,4,2,2,8893,360
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,91,3,2,1,6241,560
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,True Car,internet,46,3,2,1,7136,1040
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Radio Spot,campaign,1,0,0,0,0,160
2024-05,Harbor Motor Group,Harbor BMW,auto trader,internet,230,16,9,7,83721,3276
2024-05,Harbor Motor Group,Harbor BMW,Cars.com,internet,169,11,6,5,58545,2418
2024-05,Harbor Motor Group,Harbor BMW,Car Gurus,internet,195,16,9,7,68433,2964
2024-05,Harbor Motor Group,Harbor BMW,Dealer Website,internet,328,32,18,14,153148,
2024-05,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,58,17,12,5,40707,
2024-05,Harbor Motor Group,Harbor BMW,Svc Conquest,service,48,11,8,3,39299,
2024-05,Harbor Motor Group,Harbor BMW,Direct Mail Q1,campaign,109,7,5,2,24309,5070
2024-05,Harbor Motor Group,Harbor BMW,Walk In,showroom,81,34,24,10,176743,
2024-05,Harbor Motor Group,Harbor BMW,Phone Up,phone,101,17,12,5,77566,
2024-05,Harbor Motor Group,Harbor BMW,Website Chat,chat,76,10,6,4,44173,702
2024-05,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,184,9,5,4,27620,1092
2024-05,Harbor Motor Group,Harbor BMW,True Car,internet,100,9,5,4,40699,2028
2024-05,Harbor Motor Group,Harbor BMW,Radio Spot,campaign,2,0,0,0,0,312
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,243,15,8,7,46134,2940
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,129,14,8,6,39952,2170
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,156,11,6,5,30485,2660
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,270,25,14,11,88261,
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,52,15,11,4,23481,
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Service Conquest,service,41,10,7,3,19605,
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Direct Mail Q1,campaign,92,9,6,3,22433,4550
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,72,24,17,7,98318,
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,95,17,12,5,50404,
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,59,3,2,1,8012,630
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,158,6,3,3,12941,979
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,75,4,2,2,8986,1819
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Radio Spot,campaign,2,0,0,0,0,280
2024-05,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,254,16,9,7,42537,3696
2024-05,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,146,11,6,5,29002,2728
2024-05,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,220,13,7,6,33386,3344
2024-05,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,385,40,22,18,125409,
2024-05,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,56,14,10,4,26520,
2024-05,Harbor Motor Group,Harbor Ford Portside,Svc Conquest,service,50,10,7,3,18831,
2024-05,Harbor Motor Group,Harbor Ford Portside,Direct Mail,campaign,100,10,7,3,24835,5720
2024-05,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,95,33,24,9,115795,
2024-05,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,113,24,17,7,71728,
2024-05,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,84,3,2,1,7531,792
2024-05,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,198,6,3,3,13201,1232
2024-05,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,106,11,6,5,27300,2288
2024-05,Harbor Motor Group,Harbor Ford Portside,Radio Spot,campaign,2,0,0,0,0,352
2024-05,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,245,19,10,9,60388,3360
2024-05,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,165,18,10,8,60215,2480
2024-05,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,180,11,6,5,28146,3040
2024-05,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,294,27,15,12,98600,
2024-05,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,66,23,17,6,36876,
2024-05,Harbor Motor Group,Harbor Honda Seaside,Svc Conquest,service,39,9,6,3,17528,
2024-05,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,119,10,7,3,27961,5200
2024-05,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,64,22,16,6,70784,
2024-05,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,109,21,15,6,64714,
2024-05,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,74,5,3,2,12352,720
2024-05,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,176,7,4,3,16998,1120
2024-05,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,93,9,5,4,19391,2080
2024-05,Harbor Motor Group,Harbor Honda Seaside,Radio,campaign,2,0,0,0,0,320
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,221,21,12,9,68804,2772
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,114,9,5,4,28897,2046
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,158,8,4,4,22822,2508
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,289,36,20,16,139946,
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,54,10,7,3,18487,
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Svc Conquest,service,35,6,4,2,11656,
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct Mail,campaign,84,4,3,1,10200,4290
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,56,15,11,4,46102,
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,89,19,14,5,57213,
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,63,4,2,2,10451,594
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,141,8,4,4,18988,924
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,79,2,1,1,5347,1716
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Radio Spot,campaign,2,0,0,0,0,264
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,190,11,6,5,31172,2184
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,110,8,4,4,27696,1612
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,121,9,5,4,23223,1976
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,202,25,14,11,86959,
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,41,12,9,3,21966,
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,27,12,9,3,25397,
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Direct Mail,campaign,72,10,7,3,23033,3380
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,53,19,14,5,58719,
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,65,15,11,4,44417,
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,47,5,3,2,11372,468
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,116,8,4,4,19998,728
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,66,8,4,4,22962,1352
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Radio Spot,campaign,1,0,0,0,0,208
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,160,10,6,4,31627,1974
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,97,9,5,4,29465,1457
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,122,5,3,2,15456,1786
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,213,27,15,12,84148,
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,38,12,9,3,19582,
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Service Conquest,service,24,4,3,1,7436,
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,56,8,6,2,17769,3055
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,42,20,14,6,82491,
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,67,14,10,4,42993,
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,45,3,2,1,8718,423
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,106,5,3,2,10931,658
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,59,4,2,2,9026,1222
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Radio Spot,campaign,1,0,0,0,0,188
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,299,23,13,10,60301,3990
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,190,11,6,5,32300,2945
2024-05,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,265,22,12,10,57286,3610
2024-05,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,332,29,16,13,107016,
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,74,24,17,7,39989,
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Svc Conquest,service,57,13,9,4,24173,
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Direct Mail,campaign,116,11,8,3,24522,6175
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,77,25,18,7,80099,
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,142,30,22,8,90996,
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,72,3,2,1,8641,855
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,215,7,4,3,15053,1330
2024-05,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,120,6,3,3,14701,2470
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Radio Spot,campaign,3,0,0,0,0,380
2024-05,Summit Auto Group,Summit BMW,Autotrader,internet,295,21,12,9,111652,3486
