stock_number,group,store,new_used,make,model,model_year,days_on_lot,list_price,cost,price_to_market_pct,vdp_views_30d,leads_30d
S30558,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,59,42733,39964,94.2,30,2
S30598,Summit Auto Group,Summit Ford Rivera,new,Ford,F-150,2026,59,27078,23605,93.7,3,0
S31517,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Grand Cherokee,2021,59,24117,21303,105.9,354,2
S31266,Summit Auto Group,Summit Kia Brookfield,new,Kia,K5,2026,59,31168,27848,104.3,239,1
S31282,Summit Auto Group,Summit Mazda Lakeside,used,Mazda,CX-50,2025,59,31183,30014,101.6,175,0
S31373,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,MX-5,2026,59,50071,47049,105.8,137,2
S33176,Harbor Motor Group,Harbor BMW,used,Jeep Ram,Ram 2500,2025,58,48648,44444,98.0,207,1
S33244,Harbor Motor Group,Harbor BMW,used,Hyundai,Tucson,2019,58,48278,46675,102.3,39,1
S33297,Harbor Motor Group,Harbor BMW,used,Kia,K5,2025,58,50540,47022,104.6,13,2
S33316,Harbor Motor Group,Harbor BMW,used,Hyundai,Santa Fe,2022,58,40120,36065,96.1,27,5
S33336,Harbor Motor Group,Harbor BMW,new,BMW,X3,2026,58,68713,61195,99.1,275,1
S32751,Harbor Motor Group,Harbor Chevrolet Marina,used,BMW,5 Series,2019,58,16951,15129,104.3,64,0
S32475,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,58,41271,36019,103.7,314,1
S32770,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,58,38901,36377,97.7,152,3
S32785,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,58,38812,35276,98.3,180,1
S32840,Harbor Motor Group,Harbor Kia Lighthouse,used,Subaru,Crosstrek,2020,58,21195,18810,104.9,103,0
S32879,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Seltos,2025,58,31049,27359,98.8,286,0
S32911,Harbor Motor Group,Harbor Subaru Tidewater,used,Ford,Maverick,2024,58,18704,17478,100.9,339,0
S32942,Harbor Motor Group,Harbor Subaru Tidewater,used,Subaru,Forester,2021,58,28572,24829,93.1,456,1
S31981,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,58,41648,37758,102.0,2,0
S32101,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Camry,2023,58,29235,25749,96.6,240,1
S31906,Summit Auto Group,Summit BMW,used,BMW,3 Series,2018,58,28362,27500,95.2,415,5
S30747,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Silverado,2024,58,31046,27914,104.2,0,2
S30838,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,58,27272,25864,97.9,46,0
S30386,Summit Auto Group,Summit Honda Westland,new,Honda,Civic,2026,58,36413,32602,105.6,397,0
S30410,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,58,35150,31532,93.5,197,3
S30427,Summit Auto Group,Summit Honda Westland,new,Honda,CR-V,2026,58,45624,41055,95.5,167,0
S31048,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Kona,2026,58,29149,26852,103.5,294,3
S31111,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Elantra,2018,58,27012,24925,104.9,211,1
S31624,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Ram 1500,2022,58,27485,25865,103.0,355,0
S31193,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sportage,2026,58,33102,29399,94.9,581,0
S31212,Summit Auto Group,Summit Kia Brookfield,used,Kia,Sorento,2020,58,18379,15850,102.3,211,2
S30874,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Sentra,2026,58,50857,46447,99.2,283,3
S30927,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,58,37602,34208,94.0,63,1
S30930,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,58,26773,25012,96.5,26,0
S30003,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,58,50171,46804,96.2,190,1
S30067,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tacoma,2019,58,29708,28212,100.1,406,5
S31720,Summit Auto Group,Summit Volkswagen Eastdale,used,Kia,Sorento,2023,58,23025,20352,97.1,7,1
S32633,Harbor Motor Group,Harbor Chevrolet Marina,used,Subaru,Forester,2023,57,29038,27152,97.5,263,0
S32765,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Sorento,2026,57,48199,41775,101.1,380,2
S31996,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Camry,2020,57,19503,18291,103.0,80,3
S32171,Harbor Motor Group,Harbor Toyota Bayview,used,Nissan,Kicks,2021,57,18032,15776,105.9,18,3
S32186,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,RAV4,2024,57,25834,23368,101.7,295,3
S31772,Summit Auto Group,Summit BMW,used,Ford,Explorer,2020,57,49526,44556,102.6,447,0
S31845,Summit Auto Group,Summit BMW,used,BMW,X1,2022,57,43728,42098,100.3,594,3
S31919,Summit Auto Group,Summit BMW,used,Nissan,Pathfinder,2020,57,35805,33129,95.3,475,2
S30753,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Trax,2021,57,28090,25241,104.0,163,0
S30783,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Silverado,2026,57,28976,25693,100.7,92,2
S30821,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,57,44556,41081,104.4,145,2
S30852,Summit Auto Group,Summit Chevrolet Glenpark,used,Hyundai,Santa Fe,2019,57,20321,17952,98.0,32,3
S30635,Summit Auto Group,Summit Ford Rivera,new,Ford,F-150,2026,57,28769,26633,97.9,60,3
S30389,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,57,37210,35552,105.4,65,5
S30396,Summit Auto Group,Summit Honda Westland,new,Honda,Civic,2026,57,49531,43021,99.0,253,5
S31016,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,57,37718,35692,105.0,669,5
S31626,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 1500,2026,57,43328,41111,102.4,260,0
S31275,Summit Auto Group,Summit Kia Brookfield,used,Kia,Seltos,2023,57,19458,17629,99.6,24,0
S31378,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-30,2026,57,41575,37182,94.6,181,1
S31380,Summit Auto Group,Summit Mazda Lakeside,used,Jeep Ram,Ram 2500,2024,57,29167,27412,97.4,458,0
S30899,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,57,36833,35519,96.7,474,1
S31481,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,57,29859,26849,97.0,258,3
S33186,Harbor Motor Group,Harbor BMW,new,BMW,X5,2026,56,64984,62673,97.7,267,5
S33195,Harbor Motor Group,Harbor BMW,used,Ford,Explorer,2019,56,35576,30852,105.4,2,0
S33281,Harbor Motor Group,Harbor BMW,used,Toyota,Camry,2022,56,46632,43643,102.9,81,0
S32674,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2021,56,18217,15973,103.0,12,1
S32502,Harbor Motor Group,Harbor Ford Portside,used,Ford,Explorer,2024,56,19153,17387,93.6,443,2
S32212,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,56,34252,31401,96.7,9,1
S33034,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 1500,2026,56,30321,26366,94.8,139,0
S33095,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Grand Cherokee,2026,56,48830,42718,95.4,290,2
S32979,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Forester,2026,56,40658,36133,93.5,62,0
S32099,Harbor Motor Group,Harbor Toyota Bayview,used,Honda,HR-V,2023,56,32350,31062,100.7,19,0
S31843,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,56,81285,76946,95.1,175,5
S30850,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2022,56,29916,28452,98.4,89,0
S30570,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,56,40225,37838,103.0,358,5
S30600,Summit Auto Group,Summit Ford Rivera,used,Honda,Odyssey,2025,56,22500,19700,93.3,98,0
S31652,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,56,36908,33693,93.5,111,1
S31156,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,56,26932,25500,94.6,238,3
S31257,Summit Auto Group,Summit Kia Brookfield,used,Kia,Seltos,2023,56,21627,20753,96.1,124,1
S31280,Summit Auto Group,Summit Mazda Lakeside,used,Chevrolet,Trax,2019,56,23992,22135,101.8,439,1
S30966,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,56,39090,37410,100.8,28,1
S30042,Summit Auto Group,Summit Toyota of Fairview,used,Chevrolet,Tahoe,2025,56,32318,28538,97.2,210,0
S30047,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,56,36230,34524,100.1,53,0
S30126,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,56,31649,30694,100.4,10,5
S30172,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,56,38287,33477,97.0,346,1
S30229,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Highlander,2019,56,23065,22192,96.9,20,5
S31681,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Taos,2026,56,36461,31615,99.6,78,0
S32415,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,55,50442,45136,94.1,52,2
S32482,Harbor Motor Group,Harbor Ford Portside,used,Jeep Ram,Ram 1500,2023,55,19525,17917,102.9,264,1
S32345,Harbor Motor Group,Harbor Honda Seaside,used,Toyota,Tacoma,2023,55,19604,17903,105.4,761,0
S33120,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,55,47548,44968,104.4,443,0
S32806,Harbor Motor Group,Harbor Kia Lighthouse,used,BMW,X3,2023,55,29096,26984,99.6,673,1
S32881,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,55,45068,42397,97.9,206,3
S32943,Harbor Motor Group,Harbor Subaru Tidewater,used,BMW,X1,2020,55,17061,16056,100.6,164,1
S32024,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,RAV4,2023,55,19490,18362,94.3,82,0
S31773,Summit Auto Group,Summit BMW,new,BMW,i4,2026,55,48035,45625,104.1,37,0
S31810,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,55,43683,41469,93.8,268,0
S30311,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,55,35076,32155,96.8,555,3
S31106,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Santa Fe,2018,55,23452,22484,100.5,241,1
S31577,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Ram 1500,2018,55,30035,25840,101.2,99,2
S31604,Summit Auto Group,Summit Jeep Ram Clearwater,used,Ford,Bronco,2022,55,31763,30799,105.6,254,5
S31228,Summit Auto Group,Summit Kia Brookfield,used,Kia,K5,2023,55,25060,23503,96.0,512,0
S30932,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,55,28987,25842,93.7,26,2
S30129,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,55,35032,33560,103.8,538,3
S31688,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Jetta,2026,55,48745,45259,95.3,185,1
S31696,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,ID.4,2026,55,33284,30051,101.2,53,0
S33221,Harbor Motor Group,Harbor BMW,used,Nissan,Rogue,2020,54,42523,40293,93.7,46,0
S33323,Harbor Motor Group,Harbor BMW,new,BMW,3 Series,2026,54,46873,45092,94.4,29,1
S32453,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,54,49766,44641,105.6,116,5
S32517,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,54,42715,41043,96.9,9,1
S33092,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Chevrolet,Trax,2022,54,32072,30707,96.6,87,2
S32938,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Impreza,2026,54,39206,34477,97.9,267,0
S32160,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,54,42557,37779,96.0,42,3
S31913,Summit Auto Group,Summit BMW,new,BMW,X5,2026,54,71576,63313,100.0,15,1
S30667,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,54,41893,36830,105.7,85,2
S30770,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,54,29905,26452,103.9,26,0
S30785,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2018,54,20834,19758,104.4,131,0
S30560,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,54,40307,34892,105.9,129,3
S30342,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,54,31059,27813,104.5,183,1
S30422,Summit Auto Group,Summit Honda Westland,new,Honda,CR-V,2026,54,42665,38673,104.7,123,3
S30428,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2020,54,25621,23037,93.4,92,2
S31226,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sorento,2026,54,50987,47462,105.1,143,5
S31235,Summit Auto Group,Summit Kia Brookfield,used,Kia,Telluride,2023,54,26845,25936,103.8,269,2
S31283,Summit Auto Group,Summit Mazda Lakeside,used,Ford,Explorer,2019,54,28171,25809,102.2,133,5
S31459,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Outback,2022,54,27872,25475,94.9,22,0
S30059,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Camry,2024,54,23137,21686,93.1,48,0
S33295,Harbor Motor Group,Harbor BMW,used,BMW,3 Series,2025,53,47181,45471,104.5,457,3
S32653,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,53,36152,34262,103.5,117,5
S32387,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,53,33135,30942,94.5,215,1
S32540,Harbor Motor Group,Harbor Ford Portside,used,Ford,F-150,2020,53,21464,19309,101.9,55,0
S32216,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,53,27355,26260,95.7,280,5
S32795,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,53,45159,41728,98.4,241,5
S32950,Harbor Motor Group,Harbor Subaru Tidewater,used,Subaru,Outback,2021,53,30248,29054,93.7,168,0
S32111,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tacoma,2021,53,29251,27434,99.8,207,5
S32113,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tacoma,2023,53,30341,26677,100.3,424,2
S32180,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,53,44249,42382,97.3,334,1
S31853,Summit Auto Group,Summit BMW,used,BMW,X5,2020,53,48722,43382,101.5,211,1
S30697,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,53,27293,25154,94.2,222,5
S30584,Summit Auto Group,Summit Ford Rivera,used,Ford,Escape,2018,53,31670,29723,94.7,115,1
S30327,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,53,40157,35155,99.1,176,0
S31632,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Grand Cherokee,2026,53,47595,42149,98.0,39,3
S31174,Summit Auto Group,Summit Kia Brookfield,new,Kia,K5,2026,53,48689,46053,98.1,11,1
S31288,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-50,2026,53,31211,28161,104.9,77,0
S31495,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Ascent,2026,53,31540,29968,101.8,11,0
S31670,Summit Auto Group,Summit Volkswagen Eastdale,used,Volkswagen,Jetta,2022,53,27752,26612,96.5,9,2
S31697,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Golf GTI,2026,53,42483,41071,96.4,303,1
S31715,Summit Auto Group,Summit Volkswagen Eastdale,used,Jeep Ram,Compass,2020,53,29526,26439,104.2,21,0
S33184,Harbor Motor Group,Harbor BMW,used,BMW,X3,2021,52,45950,43053,94.9,22,0
S33235,Harbor Motor Group,Harbor BMW,used,Subaru,Forester,2021,52,37218,34935,104.6,445,0
S33293,Harbor Motor Group,Harbor BMW,used,Ford,Maverick,2024,52,44453,40711,97.7,678,5
S33344,Harbor Motor Group,Harbor BMW,used,Hyundai,Kona,2019,52,38614,37039,103.0,0,0
S32602,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Malibu,2023,52,21084,20251,103.4,78,2
S32634,Harbor Motor Group,Harbor Chevrolet Marina,used,Jeep Ram,Ram 1500,2018,52,24031,20872,95.8,287,3
S32736,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2023,52,28750,25689,93.9,450,3
S32756,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,52,39984,38376,99.3,46,2
S32454,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,52,35929,34716,105.0,1,0
S32472,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,52,32274,29424,95.6,445,0
S32526,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,52,37636,36204,104.3,57,0
S32211,Harbor Motor Group,Harbor Honda Seaside,used,Chevrolet,Equinox,2020,52,21661,19613,94.4,381,0
S33008,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,52,31418,29088,104.9,74,0
S33149,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,52,40290,35669,95.3,67,3
S32779,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Sorento,2026,52,45933,40118,102.2,207,1
S32846,Harbor Motor Group,Harbor Kia Lighthouse,used,Hyundai,Palisade,2019,52,22077,20610,95.7,213,1
S32076,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Highlander,2024,52,17249,15956,94.8,140,0
S32189,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,52,27980,24668,97.9,40,1
S31796,Summit Auto Group,Summit BMW,new,BMW,i4,2026,52,60851,58992,100.7,183,0
S31799,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,52,68175,61873,94.8,69,1
S31825,Summit Auto Group,Summit BMW,new,BMW,X5,2026,52,59846,54157,103.1,194,1
S30694,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Trax,2019,52,21777,21097,97.2,392,2
S30813,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,52,44954,40565,101.1,157,0
S30488,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,52,43340,42005,105.5,160,5
S30652,Summit Auto Group,Summit Ford Rivera,used,Ford,Maverick,2023,52,24592,22770,104.1,279,0
S30247,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,52,32057,28128,98.9,74,3
S30251,Summit Auto Group,Summit Honda Westland,new,Honda,CR-V,2026,52,39484,34071,99.5,54,1
S31054,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Kona,2022,52,19742,17969,95.2,74,0
S31530,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,52,48138,43478,104.9,390,1
S31602,Summit Auto Group,Summit Jeep Ram Clearwater,used,Hyundai,Santa Fe,2020,52,28724,25978,103.9,101,0
S31654,Summit Auto Group,Summit Jeep Ram Clearwater,used,Toyota,Camry,2018,52,18734,16686,97.9,183,2
S30061,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,RAV4,2021,52,18553,16071,101.8,408,2
S30111,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,RAV4,2020,52,25473,23534,100.2,100,3
S30141,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,52,38318,35089,93.1,99,5
S30155,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,RAV4,2026,52,27717,26040,97.8,72,1
S33335,Harbor Motor Group,Harbor BMW,used,BMW,X1,2019,51,51797,49641,99.5,540,3
S32583,Harbor Motor Group,Harbor Ford Portside,used,Ford,Mustang,2024,51,20261,19532,97.8,67,0
S32777,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Sportage,2026,51,29398,26462,94.7,197,2
S32818,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sorento,2020,51,19364,16922,100.6,8,3
S32825,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,51,49983,48375,95.5,168,2
S32867,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,51,28998,26349,94.7,118,3
S32103,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tundra,2018,51,30906,29834,100.9,26,1
S32156,Harbor Motor Group,Harbor Toyota Bayview,used,Subaru,Outback,2018,51,23117,20739,101.0,99,5
S32159,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,51,49615,47678,95.4,60,2
S31961,Summit Auto Group,Summit BMW,new,BMW,3 Series,2026,51,60826,53986,104.8,61,2
S30750,Summit Auto Group,Summit Chevrolet Glenpark,used,Hyundai,Tucson,2021,51,31840,27759,97.8,364,3
S30820,Summit Auto Group,Summit Chevrolet Glenpark,used,Hyundai,Palisade,2024,51,29346,27612,97.5,80,0
S30510,Summit Auto Group,Summit Ford Rivera,used,Ford,F-150,2022,51,28771,26281,101.9,174,5
S30520,Summit Auto Group,Summit Ford Rivera,new,Ford,F-150,2026,51,45192,41842,105.2,532,0
S30563,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,51,27060,23833,99.4,68,2
S30257,Summit Auto Group,Summit Honda Westland,new,Honda,CR-V,2026,51,40763,38953,103.1,148,0
S30351,Summit Auto Group,Summit Honda Westland,used,Kia,K5,2025,51,26070,23914,101.8,47,1
S30353,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,51,37068,33963,99.6,178,0
S31643,Summit Auto Group,Summit Jeep Ram Clearwater,used,BMW,3 Series,2024,51,30363,29323,95.1,6,0
S31170,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sorento,2026,51,31238,29265,99.1,158,0
S31194,Summit Auto Group,Summit Kia Brookfield,used,Kia,Forte,2021,51,23093,21355,99.5,261,5
S31375,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-30,2026,51,28496,26069,98.8,379,3
S30949,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,51,34042,30890,102.8,256,0
S30985,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Sentra,2023,51,25669,24318,100.8,1,0
S31430,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Impreza,2026,51,44370,40906,99.0,144,0
S30110,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,51,47700,46183,96.7,176,1
S30121,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Corolla,2020,51,32160,29943,102.4,818,1
S30150,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,51,28821,27078,93.5,5,2
S30185,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,51,43460,41460,95.6,75,2
S31726,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,ID.4,2026,51,33129,30221,93.5,132,0
S33204,Harbor Motor Group,Harbor BMW,new,BMW,3 Series,2026,50,58780,51923,102.4,355,0
S33257,Harbor Motor Group,Harbor BMW,used,BMW,X1,2020,50,31531,29613,101.6,16,5
S33308,Harbor Motor Group,Harbor BMW,new,BMW,5 Series,2026,50,48367,41786,102.5,84,2
S32599,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2020,50,28535,25973,104.9,32,2
S32675,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,50,38631,34095,97.6,14,0
S32419,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,50,50838,47484,99.0,571,2
S32488,Harbor Motor Group,Harbor Ford Portside,used,Chevrolet,Silverado,2020,50,28129,26039,98.7,104,0
S32591,Harbor Motor Group,Harbor Ford Portside,used,Ford,Mustang,2022,50,27447,23683,99.4,327,0
S32228,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,50,33123,29063,93.9,92,1
